conteudo_id,titulo,tipo,categoria,nivel,carga_horaria_min,data_publicacao,descricao,autor
315,Análise Prática e Demonstração de Sistemas de Recomendação por Similaridade,Vídeo,Inteligência Artificial,Avançado,96,2025-04-02,"Vídeo prático e objetivo apresentando a aplicação de Sistemas de Recomendação por Similaridade. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Inteligência Artificial.",Eng. Thiago Pinheiro Borges
316,"Melhores Práticas e Arquitetura de Python Avançado: POO, Decorators e Geradores",Vídeo,Programação & Software,Intermediário,63,2025-06-04,"Vídeo prático e objetivo apresentando a aplicação de Python Avançado: POO, Decorators e Geradores. Em formato hands-on com nível intermediário, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Eng. Thiago Pinheiro Borges
317,Melhores Práticas e Arquitetura de Estatística Descritiva e Inferencial para Decisão,Vídeo,Ciência de Dados,Avançado,102,2025-05-02,"Vídeo prático e objetivo apresentando a aplicação de Estatística Descritiva e Inferencial para Decisão. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Ciência de Dados.",Dra. Camila Guimarães Rocha
318,Formação Prática em Machine Learning Supervisionado com Scikit-Learn: Fundamentos e Aplicação,Curso,Ciência de Dados,Intermediário,629,2026-06-29,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Machine Learning Supervisionado com Scikit-Learn. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Ciência de Dados.",Profa. Larissa Duarte Toledo
319,Especialização em Sistemas de Recomendação por Similaridade com Projetos Práticos,Curso,Inteligência Artificial,Avançado,2776,2024-11-07,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Sistemas de Recomendação por Similaridade. O treinamento abrange tópicos de nível avançado, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Inteligência Artificial.",Eng. Patrícia Moreira Viana
320,Arquitetura & Código Ep. 111: Inovações em Prevenção contra Vazamentos e Segurança em APIs,Podcast,Segurança & Governança,Básico,89,2025-08-17,"Episódio enriquecedor com debates aprofundados sobre Prevenção contra Vazamentos e Segurança em APIs. Nesta gravação para o público de nível básico, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Prof. Lucas Fernandes Prado
321,Papo de Dados Ep. 49: Desvendando Auditoria e Monitoramento de Logs de Acesso,Podcast,Segurança & Governança,Avançado,62,2026-06-22,"Episódio enriquecedor com debates aprofundados sobre Auditoria e Monitoramento de Logs de Acesso. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Dra. Mariana Vasconcelos
322,Melhores Práticas e Arquitetura de Tipagem Estática e Boas Práticas com Mypy,Vídeo,Programação & Software,Avançado,93,2024-02-14,"Vídeo prático e objetivo apresentando a aplicação de Tipagem Estática e Boas Práticas com Mypy. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Programação & Software.",Eng. Felipe Siqueira Castro
323,Data Insights Ep. 118: Experiências Reais com Detecção de Anomalias em Grandes Volumes,Podcast,Ciência de Dados,Intermediário,60,2024-04-13,"Episódio enriquecedor com debates aprofundados sobre Detecção de Anomalias em Grandes Volumes. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Dra. Juliana Martins Fontes
324,Princípios Essenciais e Arquitetura de Gestão de Metadados e Qualidade de Dados Mestres,Artigo,Segurança & Governança,Avançado,25,2024-07-11,"Artigo técnico detalhado que explora Gestão de Metadados e Qualidade de Dados Mestres sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Eng. Vanessa Cristina Ramos
325,Estudo Técnico e Decisões de Arquitetura em Clusterização e Segmentação de Perfis,Artigo,Ciência de Dados,Avançado,5,2026-04-15,"Artigo técnico detalhado que explora Clusterização e Segmentação de Perfis sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Ciência de Dados.",Prof. Gabriel Santana Ribeiro
326,Guia Definitivo e Boas Práticas sobre APIs RESTful de Alta Performance com FastAPI,Artigo,Programação & Software,Avançado,21,2026-04-18,"Artigo técnico detalhado que explora APIs RESTful de Alta Performance com FastAPI sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Dr. André Luiz Carvalho
327,Guia Rápido e Hands-on: Embeddings Vetoriais e Representação Semântica,Vídeo,Inteligência Artificial,Avançado,85,2024-11-14,"Vídeo prático e objetivo apresentando a aplicação de Embeddings Vetoriais e Representação Semântica. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em Inteligência Artificial.",Prof. Elmo Batista de Faria
328,Princípios Essenciais e Arquitetura de Processamento de Linguagem Natural (PLN),Artigo,Inteligência Artificial,Básico,18,2025-11-14,"Artigo técnico detalhado que explora Processamento de Linguagem Natural (PLN) sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Inteligência Artificial.",Dra. Renata Figueiredo Melo
329,Data Insights Ep. 68: Experiências Reais com Práticas de DataOps e Qualidade de Dados,Podcast,Engenharia de Dados,Avançado,50,2026-04-15,"Episódio enriquecedor com debates aprofundados sobre Práticas de DataOps e Qualidade de Dados. Nesta gravação para o público de nível avançado, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Engenharia de Dados.",Eng. Rodrigo Alves Mendonça
330,Data Insights Ep. 23: Experiências Reais com Clusterização e Segmentação de Perfis,Podcast,Ciência de Dados,Intermediário,48,2026-06-26,"Episódio enriquecedor com debates aprofundados sobre Clusterização e Segmentação de Perfis. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Prof. Diego Henrique Barros
331,Análise Prática e Demonstração de Gerenciamento de Ambientes e Segredos em Nuvem,Vídeo,DevOps & Cloud,Avançado,86,2024-04-24,"Vídeo prático e objetivo apresentando a aplicação de Gerenciamento de Ambientes e Segredos em Nuvem. Em formato hands-on com nível avançado, o conteúdo demonstra resolução de problemas reais, passo a passo detalhado e dicas essenciais de implementação para acelerar seu domínio em DevOps & Cloud.",Eng. Vanessa Cristina Ramos
332,Estudo Técnico e Decisões de Arquitetura em Catálogo de Dados Corporativo e Glossário,Artigo,Segurança & Governança,Avançado,6,2024-03-28,"Artigo técnico detalhado que explora Catálogo de Dados Corporativo e Glossário sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Segurança & Governança.",Dra. Mariana Vasconcelos
333,Masterclass de Particionamento e Alta Disponibilidade em Bancos para Projetos Reais,Curso,Banco de Dados,Intermediário,1211,2025-04-18,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Particionamento e Alta Disponibilidade em Bancos. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Banco de Dados.",Profa. Beatriz Helena Nogueira
334,Arquitetura & Código Ep. 124: Inovações em Auditoria e Monitoramento de Logs de Acesso,Podcast,Segurança & Governança,Intermediário,34,2025-01-21,"Episódio enriquecedor com debates aprofundados sobre Auditoria e Monitoramento de Logs de Acesso. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Segurança & Governança.",Profa. Carla Antunes Silveira
335,Data Insights Ep. 140: Experiências Reais com Machine Learning Supervisionado com Scikit-Learn,Podcast,Ciência de Dados,Intermediário,37,2025-08-03,"Episódio enriquecedor com debates aprofundados sobre Machine Learning Supervisionado com Scikit-Learn. Nesta gravação para o público de nível intermediário, especialistas compartilham experiências práticas, desafios reais do mercado e reflexões sobre impactos estratégicos e técnicos em Ciência de Dados.",Dra. Renata Figueiredo Melo
336,Princípios Essenciais e Arquitetura de Arquitetura de Dados Resiliente e Tolerante a Falhas,Artigo,Engenharia de Dados,Avançado,23,2025-12-08,"Artigo técnico detalhado que explora Arquitetura de Dados Resiliente e Tolerante a Falhas sob uma ótica técnica e conceitual. Focado em nível avançado, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Engenharia de Dados.",Eng. Vanessa Cristina Ramos
337,Como Obter Alta Performance Utilizando Concorrência e Assincronismo com Asyncio,Artigo,Programação & Software,Básico,28,2025-10-19,"Artigo técnico detalhado que explora Concorrência e Assincronismo com Asyncio sob uma ótica técnica e conceitual. Focado em nível básico, aborda trade-offs arquiteturais, vantagens competitivas, padrões recomendados e diretrizes fundamentais para especialistas que atuam em Programação & Software.",Dr. Fernando Zanin Pacheco
338,Curso Completo de Data Lakehouse e Armazenamento Delta Lake: Da Teoria à Prática,Curso,Engenharia de Dados,Intermediário,918,2025-10-22,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Data Lakehouse e Armazenamento Delta Lake. O treinamento abrange tópicos de nível intermediário, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Engenharia de Dados.",Eng. Bruno César Pires
339,Especialização em Prevenção contra Vazamentos e Segurança em APIs com Projetos Práticos,Curso,Segurança & Governança,Básico,547,2024-02-06,"Neste curso aprofundado, você aprenderá de forma estruturada sobre Prevenção contra Vazamentos e Segurança em APIs. O treinamento abrange tópicos de nível básico, exercícios práticos e construção de projetos completos. Indicado para profissionais que desejam dominar ferramentas modernas e padrões consolidados em Segurança & Governança.",Prof. Gabriel Santana Ribeiro
